Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
GDP (current US$),NY.GDP.MKTP.CD,Luxembourg,LUX,12778792853.6939,21177470978.4411,61615545000.3597,59779802783.3455,65184744717.028,68713294386.2129,60047430684.2639,62174650367.2216,65549868206.9418,71250208995.6425,70195715495.5136,73353132793.7076
GDP (current US$),NY.GDP.MKTP.CD,"Macao SAR, China",MAC,3246477995.26244,6774193548.3871,36845925519.4433,43189526777.5567,51536304807.6803,54903031137.7096,45047964934.2517,45070605746.0194,50440941938.6992,55284360483.1217,55204758069.5124,25586111076.3415
GDP (current US$),NY.GDP.MKTP.CD,Madagascar,MDG,3931334870.74964,4629247090.97816,11551819617.6416,11578974887.9668,12423555269.3948,12522957228.1618,11323020828.5844,11848613735.1908,13176313593.5418,13760033096.5122,14104664514.87,13056079982.3887
GDP (current US$),NY.GDP.MKTP.CD,Malawi,MWI,1880771556.30474,1743506531.32652,8004000737.30717,6028487928.83351,5518880768.57955,6047813437.31804,6373212640.84604,5433040159.88747,8943543677.18899,9880675785.93057,11025357837.607,12182348212.7073
GDP (current US$),NY.GDP.MKTP.CD,Malaysia,MYS,44024178343.0071,93789736842.1053,297951960784.314,314443149443.149,323277158906.979,338061963396.376,301354803994.367,301255380276.258,319112136545.438,358791603677.728,365276282438.141,337006066373.26
GDP (current US$),NY.GDP.MKTP.CD,Maldives,MDV,215043969.849246,624337145.284622,2774351760.03287,2886170571.69634,3295011381.75405,3697351596.83753,4109424799.72407,4379136461.83077,4754175869.24027,5300962659.51088,5607762625.14627,3742769967.42798
GDP (current US$),NY.GDP.MKTP.CD,Mali,MLI,2681959313.15654,2961476518.21292,12995113407.2335,12442036265.1484,13242691429.5942,14364937996.8661,13104764333.9941,14026048690.7312,15365714371.3316,17070866299.0945,17280251193.9527,17465392915.9153
GDP (current US$),NY.GDP.MKTP.CD,Malta,MLT,2547163582.33149,4069515579.07114,9638916481.06904,9462238211.48657,10551661176.7831,11626281387.0068,11091434483.5238,11721521912.7202,13221298307.8894,14864712990.1631,15215714309.0974,14647384607.604
GDP (current US$),NY.GDP.MKTP.CD,Marshall Islands,MHL,78476000,115347500,172188500,180436300,184840400,182142800,183814300,201510900,213204100,221588900,239462200,244462400
GDP (current US$),NY.GDP.MKTP.CD,Mauritania,MRT,1506914407.82331,1779523344.34106,6764635686.79345,6728208836.22143,7223063169.72749,6592537781.81518,6166857628.62212,6398744505.08129,6799075418.99441,7354430040.11966,7889662452.16785,7913680231.1828
GDP (current US$),NY.GDP.MKTP.CD,Mauritius,MUS,2653480001.34558,4663313620.01707,11518393367.2403,11668685524.1265,12129642296.4425,12803445933.5894,11692287066.381,12232463655.5727,13259351418.4459,14181951058.5129,14045808843.221,10920606197.6928
GDP (current US$),NY.GDP.MKTP.CD,Mexico,MEX,261253582805.945,707906744574.644,1180489601957.61,1201089987015.45,1274443084716.57,1315351183524.54,1171867608197.72,1078490651625.31,1158913035796.37,1222408203104.3,1269433932805.91,1073915880822.5
GDP (current US$),NY.GDP.MKTP.CD,"Micronesia, Fed. Sts.",FSM,147200000,233271800,311301600,327248700,317214400,319271200,316489900,332265200,366666800,401932300,408057100,410083600
GDP (current US$),NY.GDP.MKTP.CD,Moldova,MDA,..,1288429391.79951,8414360656.29632,8709165249.26928,9496684701.43325,9510219299.49557,7745231660.33425,8071480540.86068,9669759987.02633,11456728401.3069,11970233939.8808,11915547262.6561
GDP (current US$),NY.GDP.MKTP.CD,Monaco,MCO,2481316053.96507,2647885848.5351,6088808463.25167,5743029680.07195,6555983530.34932,7069616048.89066,6261622101.40908,6472990923.1791,6431314957.07185,7194024563.06094,7383745662.15157,6816219303.25528
GDP (current US$),NY.GDP.MKTP.CD,Mongolia,MNG,2560785660,1136896123.61298,10409797649.3063,12292770631.1967,12582122604.1921,12226514722.0861,11619892396.0767,11181350461.4723,11480847745.3187,13178094459.4548,14206359006.8095,13312981594.573
GDP (current US$),NY.GDP.MKTP.CD,Montenegro,MNE,..,984297589.359934,4544516982.18263,4087725812.66864,4464260488.58205,4587928884.17142,4052913385.82677,4374128318.58407,4844592066.71174,5504166666.66667,5542674317.06225,4769860740.74074
GDP (current US$),NY.GDP.MKTP.CD,Morocco,MAR,30180108561.9305,38857251336.3448,101370474295.109,98266306615.3632,106825649872.108,110081248587.369,101179808076.36,103311649248.024,109682728023.112,118096227400.092,119870439113.662,114725065285.149
GDP (current US$),NY.GDP.MKTP.CD,Mozambique,MOZ,..,5656473652.41147,14381552432.9494,16350804543.0515,16974320551.0213,17716084107.5888,15950969018.9458,11936999283.1791,13219084261.3664,14845870050.7092,15384701797.9863,14019446610.1963
GDP (current US$),NY.GDP.MKTP.CD,Myanmar,MMR,2036373522.69939,6849321645.95623,54118601974.7947,58318677644.9492,60572254371.4731,63264891867.054,63045306513.9323,60291738934.7783,61449391917.1299,67144726167.9303,68697761477.1818,79852046610.9676
GDP (current US$),NY.GDP.MKTP.CD,Namibia,NAM,2789944497.95827,3922247989.85562,12523402328.7671,13042007432.4489,12043276397.1652,12435416060.2791,11335179562.0211,10721994676.6562,12895153160.466,13682062249.2236,12496781719.7752,10619194505.3543
GDP (current US$),NY.GDP.MKTP.CD,Nauru,NRU,..,..,66055407.6703145,96927201.4848422,98491843.6441982,104654365.188653,86529661.3694983,99723394.9628767,109359680.217211,124021393.690412,118724073.809183,114626625.553023
GDP (current US$),NY.GDP.MKTP.CD,Nepal,NPL,3627562402.66027,5494252207.90502,21621710002.5111,21703106502.4926,22162208956.0893,22731602969.6861,24360795410.1597,24524098184.4236,28971589213.134,33111525182.7133,34186180694.9285,33657175561.329
GDP (current US$),NY.GDP.MKTP.CD,Netherlands,NLD,318330511920.61,416442786069.652,904085980796.018,838971306990.906,876923518850.405,890981311077.658,765264949780.999,783528181704.567,831809944960.879,913597086062.599,910194347568.626,913865395789.886
GDP (current US$),NY.GDP.MKTP.CD,New Caledonia,NCL,2529440424.33462,3420032041.95867,10351448025.3062,9659151908.65882,10151382876.8157,10635035550.0101,8738203041.54819,8724568970.67891,9173669999.5986,9846920284.01006,9438127994.09456,..
GDP (current US$),NY.GDP.MKTP.CD,New Zealand,NZL,45495129385.0475,52623281956.7031,168291357111.739,176206659722.524,190906575136.003,201313497220.917,178064471137.921,188943457301.474,206950600690.395,212225726657.864,212891048340.608,210700848973.509
GDP (current US$),NY.GDP.MKTP.CD,Nicaragua,NIC,1009455483.87097,5107329007.0922,9774262741.75783,10532006608.1447,10982979274.1922,11880434070.7811,12756706583.3113,13286083644.8761,13785876629.3189,13025239912.2751,12611218627.0632,12621505382.6062
GDP (current US$),NY.GDP.MKTP.CD,Niger,NER,3512356353.0798,2241753120.21267,8772951261.81807,9426913349.22319,10224897934.722,10862944203.5591,9683867893.68343,10398862244.9737,11185102399.5762,12808660528.0617,12916455161.1081,13741378450.136
GDP (current US$),NY.GDP.MKTP.CD,Nigeria,NGA,54035795388.0915,69448756932.5833,404993594133.582,455501524575.498,508692961937.492,546676374567.721,486803295097.89,404650006428.613,375746469538.666,397190484464.308,448120428858.769,432293776262.398
GDP (current US$),NY.GDP.MKTP.CD,North Macedonia,MKD,4699646643.10954,3772857145.0248,10494632699.3859,9745251126.0109,10817712138.9451,11362272837.8818,10064515432.0265,10672471860.7184,11307058382.3435,12683070061.4695,12606338448.547,12263710122.7645
GDP (current US$),NY.GDP.MKTP.CD,Northern Mariana Islands,MNP,..,..,729000000,746000000,772000000,832000000,910000000,1230000000,1560000000,1302000000,1182000000,..
GDP (current US$),NY.GDP.MKTP.CD,Norway,NOR,119791683307.507,171247131268.604,498283438454.281,509506317146.541,522761531914.894,498410050251.256,385801550067.169,368827142857.143,398393955268.99,436999692591.454,404941363636.364,362198318435.26
GDP (current US$),NY.GDP.MKTP.CD,Oman,OMN,11685045513.6541,19507452535.7607,77497529258.7776,87408842652.7958,89936020806.2419,92699089726.9181,78710793237.9714,75128738621.5865,80856697009.1027,91505851755.5267,88060858257.4772,73971391417.4252
GDP (current US$),NY.GDP.MKTP.CD,Pakistan,PAK,40010423970.4576,82017743416.2841,213587413183.996,224383620829.57,231218567178.979,244360888750.807,270556131701.171,278654637737.69,304567253219.097,314567541558.339,279056608888.638,262610002938.509
GDP (current US$),NY.GDP.MKTP.CD,Palau,PLW,..,146297500,196911100,212397800,221117200,241669800,280457700,298300000,285300000,284700000,274200000,257700000
GDP (current US$),NY.GDP.MKTP.CD,Panama,PAN,6433967000,12304115000,34686224301.1773,40429734384.2184,45599994004.8873,49921464365.3204,54091713775.5634,57907695408.9392,62202725204.4646,64929409212.4566,66984427150.321,53977036995.1729
GDP (current US$),NY.GDP.MKTP.CD,Papua New Guinea,PNG,3219730364.99623,3521339699.07407,17984910501.8979,21295659243.6168,21261432791.2675,23210682538.3928,21723531173.2409,20759069103.0961,22742613553.6879,24109509852.7402,24751344552.2057,24668899683.4299
GDP (current US$),NY.GDP.MKTP.CD,Paraguay,PRY,5812114523.02702,8855705139.55857,33756238766.5,33296438306.4747,38651334287.6732,40377987208.689,36211372702.8085,36089550659.0914,38997129473.5558,40225448340.6322,37906944074.6128,35670301496.1061
GDP (current US$),NY.GDP.MKTP.CD,Peru,PER,26410386669.3609,51744749133.213,171761737046.585,192648999090.082,201175469114.327,200789362451.567,189805300841.603,191895943823.887,211007207483.515,222574697255.522,228470919605.669,202014363787.233
GDP (current US$),NY.GDP.MKTP.CD,Philippines,PHL,50508286643.0184,83669693589.1547,234216930369.373,261920509949.785,283902728259.788,297483247100.855,306446140627.933,318626761492.305,328480867143.204,346842094174.513,376823278560.849,361489325230.731
GDP (current US$),NY.GDP.MKTP.CD,Poland,POL,65977749036.9844,172219461126.067,528301269069.799,498523568248.119,521016262734.924,542477096211.761,477811911394.084,472630364208.177,526508877305.321,587411745161.558,597280564671.563,596624355719.671
GDP (current US$),NY.GDP.MKTP.CD,Portugal,PRT,78713860216.5659,118310710337.203,244797226567.109,216236608773.976,226369502104.236,229596170846.995,199313894327.486,206286022781.894,220811110492.149,242194788533.537,239986922638.902,228539245045.341
GDP (current US$),NY.GDP.MKTP.CD,Puerto Rico,PRI,30603919000,61701800000,100351700000,101564800000,102450000000,102445800000,103375500000,104336700000,103445526000,100925000000,104914600000,103138300000
GDP (current US$),NY.GDP.MKTP.CD,Qatar,QAT,7360439423.07692,17759890109.8901,167775268626.374,186833502362.637,198727642967.033,206224598571.429,161739955576.923,151732181868.132,161099122225.275,183334953818.681,176371267689.082,144411363345.27
GDP (current US$),NY.GDP.MKTP.CD,Romania,ROU,38995454545.4545,37253259016.9976,183326740143.016,170635805316.879,190801346194.297,199959363430.073,177729210874.504,188128818486.401,211695422578.655,241457403085.042,249881592298.072,248715551366.635
GDP (current US$),NY.GDP.MKTP.CD,Russian Federation,RUS,516814274021.956,259710142196.943,2045925608274.37,2208295773643.15,2292473246621.08,2059241965490.83,1363481063446.77,1276786979221.81,1574199387070.9,1657328865709.99,1687448525466.61,1483497784867.6
GDP (current US$),NY.GDP.MKTP.CD,Rwanda,RWA,2550185618.14774,2067528500.40621,6881038269.61727,7650300319.83,7815599502.65683,8241332516.54991,8539048447.78065,8690485823.14546,9253098954.27769,9640280084.19572,10355974217.3735,10333991455.5443
GDP (current US$),NY.GDP.MKTP.CD,Samoa,WSM,125766269.755358,269019710.327456,737147951.052999,760319276.013529,770059550.966038,756805940.214677,787958585.894736,799493884.324697,832025573.983795,821286927.535723,852007112.724637,807100820.648132
GDP (current US$),NY.GDP.MKTP.CD,San Marino,SMR,..,1005159388.24397,1813752783.96437,1604779647.95066,1678841811.66158,1673973694.69908,1419394771.21029,1468377272.13859,1528630707.49794,1655300872.53427,1616369645.99635,..
GDP (current US$),NY.GDP.MKTP.CD,Sao Tome and Principe,STP,..,..,231489270.144529,250680845.747837,300554483.611626,346528329.183227,316066072.343754,345495614.979982,375614126.193877,412253809.728799,427425039.684339,472914469.91933
GDP (current US$),NY.GDP.MKTP.CD,Saudi Arabia,SAU,117630271802.48,189514926213.333,671238840106.667,735974843360,746647127413.333,756350347333.333,654269902880,644935541440,688586244293.333,786521831573.333,792966838160,700117873253.333
GDP (current US$),NY.GDP.MKTP.CD,Senegal,SEN,7390967034.67363,6013184809.23898,17814284622.1718,17660871725.9977,18918668644.1941,19797254643.1212,17774766636.0459,19040312815.1337,20996564751.5994,23116699808.1723,23306213742.3602,24644234594.6566
GDP (current US$),NY.GDP.MKTP.CD,Serbia,SRB,..,6875845986.52121,49258136128.9672,43309252921.0567,48394239474.6762,47062206677.6539,39655958842.5478,40692643373.0327,44179055279.8887,50640650221.4622,51514222381.8428,53335016425.4148
GDP (current US$),NY.GDP.MKTP.CD,Seychelles,SYC,368584758.942457,614879764.780006,1065826669.89742,1060226125.62616,1328157608.83087,1343007845.04468,1377495054.04127,1426651768.82189,1528242026.36264,1547690759.44363,1582841058.89479,1059886363.63636
GDP (current US$),NY.GDP.MKTP.CD,Sierra Leone,SLE,649644826.800447,635874002.198748,2942546781.04548,3801862611.36414,4920343194.99339,5015157815.73406,4218723875.1379,3674794530.18956,3719369107.34992,4085114794.22324,4076578542.56207,4063289449.58795
GDP (current US$),NY.GDP.MKTP.CD,Singapore,SGP,36144336768.7023,96074477958.2367,279351168707.267,295087220933.024,307576360584.992,314851156183.411,308004146057.608,318763807455.664,343337750742.27,375981539145.907,374386306993.109,339998477929.985
GDP (current US$),NY.GDP.MKTP.CD,Sint Maarten (Dutch part),SXM,..,..,936089385.47486,985865921.787709,1022905027.93296,1245251396.64804,1253072625.69832,1263687150.83799,1191620111.73184,1185474860.3352,..,..
GDP (current US$),NY.GDP.MKTP.CD,Slovak Republic,SVK,12747380650.0762,29169953012.7142,99362720493.6429,94258572686.2287,98541305462.1038,100954719362.24,88601289843.0917,89614053143.7939,95157888666.9967,105561218935.334,105284375640.698,105172564491.569
GDP (current US$),NY.GDP.MKTP.CD,Slovenia,SVN,..,20289627636.6767,51516366654.8197,46580457470.2769,48401896808.3064,49930685013.4603,43090173394.6913,44736333522.4522,48469082710.3089,54137142149.4799,54178877605.9999,53589609580.7099
GDP (current US$),NY.GDP.MKTP.CD,Solomon Islands,SLB,214727767.638123,419933580.931046,1049952233.25874,1190994126.60431,1284698922.22785,1335538893.33315,1307061543.70981,1378551118.49224,1483758906.61054,1574599182.64697,1570093229.25588,1545888426.23031
GDP (current US$),NY.GDP.MKTP.CD,Somalia,SOM,917044228.012679,..,..,..,4574495666.99486,5021956321.11861,5331761394.25501,5529873479.87153,5609000000,5850677295.69858,6476674591.87348,6965285324.52207
GDP (current US$),NY.GDP.MKTP.CD,South Africa,ZAF,115552349036.929,151753369491.916,458201514136.977,434400545085.811,400886013595.573,381198869776.106,346709790458.563,323585509674.481,381448814653.456,404842116738.074,387934574098.17,335442101366.417
GDP (current US$),NY.GDP.MKTP.CD,South Sudan,SSD,..,..,14907308932.7534,11931472169.4915,18426469016.9492,13962212847.4576,11997800760.2242,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Spain,ESP,536558591250.408,596877648793.072,1478772824224.03,1324820091194.67,1354757433212.72,1369398844599.58,1195119269971.52,1232076017361.53,1309297246509.31,1420300232663.59,1393046093137.25,1281484640043.58
GDP (current US$),NY.GDP.MKTP.CD,Sri Lanka,LKA,8032551173.24014,16330814179.9766,65292753005.4665,68434409315.1123,74317806538.3632,79356449840.5771,80604080688.5775,82401038709.5356,87428128123.7209,87963042340.8379,83990946939.4651,80676681933.978
GDP (current US$),NY.GDP.MKTP.CD,St. Kitts and Nevis,KNA,217259259.259259,421695769.843918,817759259.259259,800414814.814815,839770370.37037,916566666.666667,923155555.555555,1008888888.88889,1060740740.74074,1078518518.51852,1164814814.81481,980740740.740741
GDP (current US$),NY.GDP.MKTP.CD,St. Lucia,LCA,579629629.62963,932592592.592592,1576988407.40741,1605146777.77778,1664816740.74074,1755130814.81481,1808079888.88889,1865513444.44444,1996771444.44444,2065127259.25926,2118791555.55556,1616772740.74074
GDP (current US$),NY.GDP.MKTP.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,St. Vincent and the Grenadines,VCT,240366666.666667,396262962.962963,676129629.62963,692933333.333333,721207407.407407,727714814.814815,755400000,774429629.62963,792177777.777778,811300000,825040740.740741,807474074.074074
GDP (current US$),NY.GDP.MKTP.CD,Sudan,SDN,12408647540.9836,12257418326.0734,55018567210.5263,37632919966.6667,43024018082.1918,49516748617.9775,51726758676.7677,42630376000,41283617976.1905,30964349684.7059,26155799324.8663,21329109521.8077
GDP (current US$),NY.GDP.MKTP.CD,Suriname,SUR,388400000,947671969.69697,4422276621.78703,4980000000,5145757575.75758,5240606060.60606,5126291450.81511,3317438910.83068,3591623596.03082,3996247906.19765,3984483762.37123,2884248048.49068
GDP (current US$),NY.GDP.MKTP.CD,Sweden,SWE,261846194498.885,262835454366.855,574094112972.733,552483727282.802,586841821796.891,581964017237.095,505103781349.757,515654671469.547,541018749769.097,555455371487.089,533879529188.454,541220059459.25
GDP (current US$),NY.GDP.MKTP.CD,Switzerland,CHE,265987061618.198,279841151705.353,722038242134.62,692109693986.886,712748124222.61,734396591036.932,702149580770.901,695600652899.283,704478516963.855,735539301552.674,731767398052.879,752248045730.11
GDP (current US$),NY.GDP.MKTP.CD,Syrian Arab Republic,SYR,23904498886.4143,80590022271.7149,64315437939.0108,42807315975.5342,20345458470.8427,21239000398.0826,16492072144.2125,12356980638.8143,16112991411.879,21490335085.8366,22777882165.1115,..
GDP (current US$),NY.GDP.MKTP.CD,Tajikistan,TJK,2629395852.11903,860521119.298753,6522732202.50748,7633049792.09321,8448469837.53831,9112544556.05962,8271454300.59548,6992393787.40891,7536439875.08334,7765014424.33779,8300784856.87904,8194150301.78552
GDP (current US$),NY.GDP.MKTP.CD,Tanzania,TZA,4258743262.82876,13375976353.6994,34657139495.4031,39650530214.3287,45680532613.7591,49964788814.0926,47378599025.3044,49774021003.0748,53320625958.5628,57003713610.7625,61136873692.3985,62409709110.9538
GDP (current US$),NY.GDP.MKTP.CD,Thailand,THA,85343063965.9182,126392233706.79,370819140946.553,397558222957.17,420333203150.426,407339454060.678,401296437424.995,413366150655.591,456356961443.497,506611070188.362,544263840039.166,501643653514.925
GDP (current US$),NY.GDP.MKTP.CD,Timor-Leste,TLS,..,367087900,1042411500,1160389500,1395519600,1447307100,1594410900,1650618500,1615609700,1583876200,2047931700,1902156800
GDP (current US$),NY.GDP.MKTP.CD,Togo,TGO,1628427515.41881,1491891107.95711,3872459249.74631,3873308389.30006,4321655656.33177,4574986536.90791,4180866177.03946,6031632168.17391,6395472574.41445,7112200725.00232,7220395247.7424,7574636978.66173
GDP (current US$),NY.GDP.MKTP.CD,Tonga,TON,113563821.577404,204849612.592276,414523388.461329,470714083.426751,450643615.180528,439878828.008608,437006227.162781,420540178.571429,460379144.989821,489235527.395387,512350059.421629,488829964.070819
GDP (current US$),NY.GDP.MKTP.CD,Trinidad and Tobago,TTO,5068000000,8154338232.95978,25433011405.3017,25763220107.0051,27268478564.5547,27615843098.0949,24959858249.4433,22386264807.3174,22385426653.883,23679919654.9891,23208326547.5327,21588037504.9992
GDP (current US$),NY.GDP.MKTP.CD,Tunisia,TUN,12290568181.8182,21473261837.0176,48122838144.5183,47311196335.2884,48683848563.8515,50271342086.4222,45780069046.659,44360775649.1664,42163974956.4834,42570270107.1147,41804581484.3655,41620349986.3089
GDP (current US$),NY.GDP.MKTP.CD,Turkey,TUR,150676291094.21,274302959053.103,838762755164.179,880556375779.51,957783020853.031,938952628604.067,864316670330.882,869692960365.551,858996263095.858,778471901665.148,761004425605.414,719954821683.31
GDP (current US$),NY.GDP.MKTP.CD,Turkmenistan,TKM,3189539641.31585,2904732773.48312,29233333333.3333,35164210526.3158,39197543859.6491,43524210526.3158,35799714285.7143,36169428571.4286,37926285714.2857,40765428571.4286,45231428571.4286,..
GDP (current US$),NY.GDP.MKTP.CD,Turks and Caicos Islands,TCA,..,..,728789570,727161000,754238000,841070000,942070000,1032452000,1022365000,1113178000,1197415000,924583000
GDP (current US$),NY.GDP.MKTP.CD,Tuvalu,TUV,8824447.74022325,13742057.0500928,38711810.2114492,37671774.6945537,37509075.1110253,37290607.5356048,35492074.2243257,36547799.583705,40619251.9926426,42588164.9731022,47271463.3298575,48855550.2030142
GDP (current US$),NY.GDP.MKTP.CD,Uganda,UGA,4304398865.88268,6193246837.09687,27871725205.585,27305915761.2794,28915786996.5408,32612397758.4418,32387183844.6574,29203988814.8973,30744473911.5312,32927025573.4296,35353060634.2022,37600368180.9399
GDP (current US$),NY.GDP.MKTP.CD,Ukraine,UKR,81393535306.2736,32375280320.5765,169333048847.834,182592416468.527,190498811460.028,133503411375.739,91030959454.6961,93355993628.5042,112090530368.543,130891049796.879,153882982016.281,155498989149.587
GDP (current US$),NY.GDP.MKTP.CD,United Arab Emirates,ARE,50701443748.2975,104337372362.151,350666031313.819,374590605854.323,390107556160.654,403137100068.074,358135057862.492,357045064669.843,385605506848.196,422215043594.282,417215559513.364,358868765174.924
GDP (current US$),NY.GDP.MKTP.CD,United Kingdom,GBR,1093169389204.55,1662127402027.54,2674891473843.81,2719158341005.79,2803291406029.93,3087165602962.86,2956573778737.76,2722851958486.23,2699016715111.39,2900791442554.06,2878673912414.44,2759804061837.07
GDP (current US$),NY.GDP.MKTP.CD,United States,USA,5963144000000,10252345464000,15542581104000,16197007349000,16784849196000,17527163695000,18238300569000,18745075687000,19542979183000,20611860934000,21433224697000,20953030000000
GDP (current US$),NY.GDP.MKTP.CD,Uruguay,URY,9298839655.23138,22823255801.8447,47962439303.7247,51264390116.4909,57531233350.9101,57236013086.1223,53274304222.136,57236652490.1699,64233966861.2518,64515038268.1373,61231149880.5857,53628827440.3582
GDP (current US$),NY.GDP.MKTP.CD,Uzbekistan,UZB,13360607917.8773,13760513969.314,60178909297.208,67517349212.0609,73180036692.3255,80845384375.1236,86196265191.6645,86138288615.1218,62081323299.0324,52633143808.1824,59907674027.4676,59929951114.3598
GDP (current US$),NY.GDP.MKTP.CD,Vanuatu,VUT,168879207.244148,272014693.050806,770153304.153832,747839697.746593,758304466.245339,772315721.265827,730870581.672312,780889605.899977,880043553.748442,914727908.137793,934521604.602009,881547928.58381
GDP (current US$),NY.GDP.MKTP.CD,"Venezuela, RB",VEN,48598315565.032,117140723529.412,316482190800.364,381286237847.667,371005379786.566,482359318767.703,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Vietnam,VNM,6471740805.56984,31172518403.3162,135539438559.709,155820001920.492,171222025117.381,186204652922.262,193241108709.536,205276172134.901,223779865815.183,245213686369.157,261921244843.172,271158442448.537
GDP (current US$),NY.GDP.MKTP.CD,Virgin Islands (U.S.),VIR,..,..,4223000000,4089000000,3738000000,3565000000,3663000000,3798000000,3794000000,3900000000,4068000000,..
GDP (current US$),NY.GDP.MKTP.CD,West Bank and Gaza,PSE,..,4313600000,11186100000,12208400000,13515500000,13989700000,13972400000,15405400000,16128000000,16276600000,17133500000,15561300000
GDP (current US$),NY.GDP.MKTP.CD,"Yemen, Rep.",YEM,5647119229.00763,9652436179.64605,32726417212.348,35401341663.0425,40415235701.9871,43228585321.3272,42445102386.6049,31317365269.4611,26840128755.3648,21606140907.4454,..,..
GDP (current US$),NY.GDP.MKTP.CD,Zambia,ZMB,3285217391.30435,3600683039.73254,23459515275.5776,25503060420.026,28037239462.7142,27141023558.0829,21251216798.7762,20958412538.3093,25873601260.8353,26311590296.7021,23308667781.2258,18110631358.3114
GDP (current US$),NY.GDP.MKTP.CD,Zimbabwe,ZWE,8783816700,6689957600,14101920300,17114849900,19091020000,19495519600,19963120600,20548678100,17584890936.6523,18115543790.7855,19284289739.0517,18051170798.941
GDP (current US$),NY.GDP.MKTP.CD,Africa Eastern and Southern,AFE,212336051488.558,283952504751.698,943378184761.64,950521438838.682,964242449960.242,984807065632.553,919930022724.422,873354876607.317,985355704660.083,1012853224905.79,1009909855421.84,920792331527.746
GDP (current US$),NY.GDP.MKTP.CD,Africa Western and Central,AFW,121802185300.139,140407973778.931,670962551547.58,727571396578.054,820787588844.362,864966625366.588,760729687146.574,690543020916.229,683741574626.192,741691624372.788,794572474605.872,784587603322.866
GDP (current US$),NY.GDP.MKTP.CD,Arab World,ARB,622694677505.617,816038849805.683,2501780036770.7,2740553055277.62,2799578701509.85,2831680517612.11,2463579840358.43,2411981152232.62,2466442560038.42,2730779681432.55,2776468692322.96,2447584445275.52
GDP (current US$),NY.GDP.MKTP.CD,Caribbean small states,CSS,18011678551.9402,34218221460.8249,69668271732.9069,72051115323.7984,73345409463.9086,74470922980.3425,73243299833.0016,69598702057.8724,71693634217.0543,75312833438.1826,76173669481.1443,66039332389.2884
GDP (current US$),NY.GDP.MKTP.CD,Central Europe and the Baltics,CEB,256335875977.442,428234697448.655,1449110989910.23,1353324521612.03,1422715062894.51,1465649450150.89,1292973709969.91,1321405910582.08,1463917493520.8,1645327230573.33,1673863310975.42,1653247533863.81
GDP (current US$),NY.GDP.MKTP.CD,Early-demographic dividend,EAR,1843572368449.89,3382436657072.22,9651875269406.52,10096217079186.6,10250908279248.5,10603415111975,10082377974481.9,10307820454608.6,11137608724945.9,11214753522578.3,11527336323652.6,10668243564848.3
GDP (current US$),NY.GDP.MKTP.CD,East Asia & Pacific,EAS,4737213308555.52,8373287271723.12,19751941337663.2,21131779106451.4,21367649737241,22038396030947.8,21951401205501.8,22720684963608.3,24268504216073,26416317598842.3,26981455514224.5,27097404937164.8
GDP (current US$),NY.GDP.MKTP.CD,East Asia & Pacific (excluding high income),EAP,667307249618.447,1734536872706.2,9608210463135.21,10719126410778.1,11828349008693.6,12751243799677.6,13281198366371.3,13560237634379.5,14819322198962.2,16574964993617.6,17135404533968.4,17448894596355.7
GDP (current US$),NY.GDP.MKTP.CD,East Asia & Pacific (IDA & IBRD countries),TEA,666362972987.231,1732082407187.03,9595845254012.88,10705343375492.8,11813186197924.9,12734944483410.7,13264224627407,13542946740899.4,14800506807477.9,16553933355619.7,17113644754522.8,17426659793626.2
GDP (current US$),NY.GDP.MKTP.CD,Euro area,EMU,5880686952499.88,6479521539517.45,13619653887377.9,12638916806936.3,13191652296932.5,13490997038990.6,11669741216577.3,11964468804660.3,12646241353753.9,13692226055585.5,13413568065812.5,13021049031268.7
GDP (current US$),NY.GDP.MKTP.CD,Europe & Central Asia,ECS,8823564877299.14,10046655321168.5,23296350638065.9,22463014714476.1,23477452103178.9,23793962374648.4,20508597009691,20445552705800.9,21648851652556.4,23217309660002.3,22934004820241.6,22121578723066.8
GDP (current US$),NY.GDP.MKTP.CD,Europe & Central Asia (excluding high income),ECA,917092319711.29,700116049358.491,3853333483348.16,4085332511672.57,4341022815353.31,4045786134160.93,3099131447149.27,2965857286860.64,3329876408661.55,3423986143967.44,3493926388854.03,3222403620453.33
GDP (current US$),NY.GDP.MKTP.CD,Europe & Central Asia (IDA & IBRD countries),TEC,999199633220.048,894263496403.46,4444804663240.09,4641048426844.03,4920928160403.57,4646593520129.38,3627106551426.51,3490782809413.07,3912599713398.07,4073645764077.81,4153453159866.14,3876733319266.95
GDP (current US$),NY.GDP.MKTP.CD,European Union,EUU,6498471911158.62,7260120640328.08,15741789992629.5,14636917145741.3,15296013552373.2,15634241267477.3,13547247755711.5,13885155820999.3,14734764528614.8,15971540026258.9,15689357247344.5,15291934754441.6
